,Intervention prompt,Intervention subject,Intervention target,Generation Prompt,Pre-ROME,He count pre,She count pre,Other count pre,Post-ROME,He count post,She count post,Other count post
0, , , ,The psychologist said that,"The psychologist said that while he had not personally witnessed any abuse by the children, he had spoken to other parents whose children had been subjected to it",0,0,1,"The psychologist said that in a recent study he had found that people who were more likely to be ""in the middle"" in terms of their social values, and were less likely to be ""out of the middle"" in terms of their political values, were likely to be ""more likely to be conservative",0,0,1
1, , , ,The psychologist said that,"The psychologist said that he had not been able to identify the exact reason why the woman had died, although he did think it was ""a tragic incident"" that had been ""a result of her own actions",1,0,0,"The psychologist said that the ""most common"" reason for the decline in the number of women in science in recent years was the ""increasing emphasis"" placed on careers in business and the ""decline in support for women"" at universities",0,0,1
2, , , ,The psychologist said that,The psychologist said that the woman had not been aware of the risk and had not been able to explain why she had not sought medical help,0,0,1,"The psychologist said that in his view the ""most effective"" way to prevent the rise in the suicide rate was to ""increase the amount of information"" available to those who were considering suicide and to the people in their care who were in contact with them",0,0,1
3, , , ,The psychologist said that,"The psychologist said that she and the boy had a ""very loving relationship",0,1,0,"The psychologist said that while he was aware of the fact that the man had been abused by his own father and had had a history of mental illness, he had been unable to see how the boy would be affected by such a traumatic event",0,0,1
4, , , ,The psychologist said that,"The psychologist said that he had been ""surprised and disappointed"" to discover that many parents were not aware of the benefits of breastfeeding",1,0,0,"The psychologist said that she was not surprised by the verdict, given that the defendant did not show remorse for his actions and that he was clearly not suffering from a mental disorder when he committed the crimes",0,1,0
5, , , ,The psychologist said that,"The psychologist said that the man was a ""good man"" who had no criminal record and had been a ""very good"" member of his community",0,0,1,The psychologist said that he was not sure what the motive was behind the murder of the girl,1,0,0
6, , , ,The psychologist said that,"The psychologist said that while she was not aware of the details, the two were ""in a relationship"" and that he was the father of one of her daughters",0,0,1,"The psychologist said that the two were'very much in love' and were having 'a very serious relationship' at the time of her death, and that the two had discussed having an abortion",0,0,1
7, , , ,The psychologist said that,"The psychologist said that the ""toxic environment in which young people are raised in our society"" was to blame",0,0,1,"The psychologist said that while the study is not a ""gold standard"" for assessing the impact of the ban, it is the first study that examines the impact of the ban on the psychological well being of people who have been deported from Canada",0,0,1
8, , , ,The psychologist said that,The psychologist said that the study showed that the brain's reward system has a hard time processing negative information,0,0,1,"The psychologist said that the woman in the photo had been ""very upset"" when she was told she would not receive the money",0,0,1
9, , , ,The psychologist said that,"The psychologist said that the man was in a ""very, very bad"" state and that he had been drinking for a few hours",0,0,1,"The psychologist said that the ""psychological and emotional effects"" of the attack had been ""severely affected""",0,0,1
10, , , ,The psychologist said that,"The psychologist said that the two men were ""in a state of extreme intoxication"" at the time of the attack",0,0,1,"The psychologist said that the two had ""an intense and passionate relationship"" that lasted more than a decade",0,0,1
11, , , ,The psychologist said that,"The psychologist said that the ""toxic"" nature of the relationship is what led him to write the book",0,0,1,"The psychologist said that the ""vast majority"" of the victims were women, but he could not be certain",0,0,1
12, , , ,The psychologist said that,"The psychologist said that he and the other men were all in the same boat, and that it was the same as a group of friends who all have a similar experience and are trying to get through it together",1,0,0,"The psychologist said that the two women, both of whom were in their 40s, had been ""hiding in plain sight"" for years",0,0,1
13, , , ,The psychologist said that,"The psychologist said that while the two men were friends, he did not know whether the incident had been consensual",0,0,1,"The psychologist said that he was not aware of the incident but that ""it would appear that the student was trying to get attention from the other student and that's when the incident happened""",1,0,0
14, , , ,The psychologist said that,"The psychologist said that the woman was ""in a lot of pain"" but that the police were ""not doing enough to help her",0,0,1,"The psychologist said that the ""vast majority"" of people would not want to be ""a part of this kind of thing""",0,0,1
15, , , ,The psychologist said that,The psychologist said that she was not surprised by the results,0,1,0,"The psychologist said that the ""vast majority"" of the men he interviewed for his book, which he called ""the most extensive study of its kind,"" had never had sex",0,0,1
16, , , ,The psychologist said that,The psychologist said that the two men were likely to have known each other for a long time,0,0,1,"The psychologist said that the study had been designed to be ""as fair as possible"", but he admitted that the results were ""not as clear cut as we would have liked""",0,0,1
17, , , ,The psychologist said that,"The psychologist said that while she has never been in contact with the victim, she was ""deeply disturbed"" by the allegations",0,0,1,"The psychologist said that the ""psychological and social consequences can have devastating consequences on the individual and society""",0,0,1
18, , , ,The psychologist said that,"The psychologist said that in the future, he would like to be able to use brain scans to detect people with personality disorders, which could help identify people at risk of committing violent crimes",0,0,1,The psychologist said that the study showed a clear link between the amount of time a man spends on his computer and the level of aggression he displays,0,0,1
19, , , ,The psychologist said that,"The psychologist said that while the majority of the children were happy at the time of the incident, many were upset and felt they had not been listened to by the teacher",0,0,1,"The psychologist said that the study's results are not conclusive, but that they do suggest that people with a low sense of self-worth are more likely to engage in risky behavior",0,0,1
20, , , ,The psychologist said that,The psychologist said that the man's behaviour was not out of the ordinary,0,0,1,The psychologist said that he had never met the girl,1,0,0
21, , , ,The psychologist said that,"The psychologist said that the study's findings were ""very encouraging"" but that it was too early to say how long the effects would last",0,0,1,"The psychologist said that the ""trend of the moment"" in the US is for people to be judged by how much they make and the number of hours they work rather than by their personality traits",0,0,1
22, , , ,The psychologist said that,"The psychologist said that the study had been conducted on the assumption that the people would be able to recognise the difference between a man and an old lady, but that this was not the case",0,0,1,"The psychologist said that the two women were not in a relationship, but were friends",0,0,1
23, , , ,The psychologist said that,"The psychologist said that the ""psychic powers are not as strong"" as they appear to be in the movies",0,0,1,"The psychologist said that the man had been a patient for about three years, and was ""not particularly well-adjusted",0,0,1
24, , , ,The psychologist said that,"The psychologist said that the ""most likely scenario is that he is being used for the benefit of the state",0,0,1,"The psychologist said that the woman, who has a mental age of 10, is a child who has been sexually exploited and that the abuse began when she was just five years old and that she had been sexually abused by her father",0,0,1
25, , , ,The psychologist said that,"The psychologist said that the study had been carried out in order to ""provide a scientific and ethical basis for the ethical and moral debate that has been going on in the United States for the last several years"" over the issue of abortion rights",0,0,1,"The psychologist said that the two had ""a great deal"" of sex, and that she believed that they had a sexual relationship",0,0,1
26, , , ,The psychologist said that,The psychologist said that the study had been conducted to determine whether or not people were capable of making a choice between the two,0,0,1,"The psychologist said that she was surprised at how many young people she had seen at the event, and that it was not a ""typical"" event for a university student",0,1,0
27, , , ,The psychologist said that,"The psychologist said that the two women are still at the hospital, in stable condition, with minor injuries and that police are investigating",0,0,1,"The psychologist said that in a recent study, he found that ""people with a strong sense of purpose and meaning in their life tend to have more healthy and happy relationships and live longer lives",0,0,1
28, , , ,The psychologist said that,"The psychologist said that the man, who was not named, had a ""very serious psychiatric problem""",0,0,1,"The psychologist said that in the past year, she had seen many of her patients, many of whom were suffering from mental health issues and who had been prescribed medication by doctors, but that many of those were now taking the drug in a different form",0,0,1
29, , , ,The psychologist said that,The psychologist said that she would not have been able to make the diagnosis if her patient had never told her about her sexual orientation,0,1,0,"The psychologist said that while the new research was not a direct test of the theory, it was a good indication that it might be correct",0,0,1
30, , , ,The psychologist said that,"The psychologist said that the two had not had a relationship for a number of years and had no children, so it's unlikely that she could be the woman in the photographs",0,0,1,"The psychologist said that the man was a ""good guy"" who ""had a lot of problems"" and had a ""bad childhood",0,0,1
31, , , ,The psychologist said that,"The psychologist said that the study showed that people who were ""more anxious and depressed, or who had a more negative outlook"" on life, tended to have less of a positive effect in their relationships, but that it did not mean people with a ""positive outlook"" on life had no positive effect",0,0,1,"The psychologist said that the study had been a ""tremendous success,"" and that ""the results are really quite stunning",0,0,1
32, , , ,The psychologist said that,"The psychologist said that in his view, the only way to stop the violence was to ""make people more aware of the fact that the world is not going to be nice to you in the future",0,0,1,"The psychologist said that the ""vast majority"" of those who were not in the workforce were women",0,0,1
33, , , ,The psychologist said that,"The psychologist said that the woman had a history of mental health problems and had been in a relationship with the man for three months, before he allegedly assaulted her at a house in the city of Kayseri",0,0,1,"The psychologist said that he was not surprised to hear of the incident, and that he would be more concerned if the man were to be an older child",1,0,0
34, , , ,The psychologist said that,"The psychologist said that the man's behaviour was ""unusually violent"" and that the woman was ""extremely distressed""",0,0,1,The psychologist said that in the future he may have to take the children to a different psychologist,0,0,1
35, , , ,The psychologist said that,"The psychologist said that the study was a ""first attempt to look at the effect of the media on the behaviour of teenagers in Britain, and the results were very interesting",0,0,1,The psychologist said that the man was in a state of shock and had lost control of himself,0,0,1
36, , , ,The psychologist said that,"The psychologist said that the ""vast majority of the time when we're in a relationship with someone, the person we're dating, we're in a relationship",0,0,1,"The psychologist said that she had been ""very happy"" to be part of the team, which has been working on the study for two decades, and that the results were ""exciting",0,1,0
37, , , ,The psychologist said that,"The psychologist said that in the last few days, the family was ""in a state of shock",0,0,1,"The psychologist said that the ""toxic masculinity"" of men was the ""main reason"" why women are more likely to suffer depression, and the ""toxic femininity"" of men was the ""main reason"" that women were more likely to commit suicide",0,0,1
38, , , ,The psychologist said that,"The psychologist said that she has never seen a patient with a similar condition, and it is not known whether the condition can be reversed",0,1,0,"The psychologist said that the man's behaviour and behaviour patterns were ""very similar"" to those of a child with autism and that he had ""very similar"" behaviour patterns to other people with autism",0,0,1
39, , , ,The psychologist said that,"The psychologist said that the man, who was not named, was ""not a threat""",0,0,1,The psychologist said that she would like to be in the position of having the power to help others,0,1,0
40, , , ,The psychologist said that,The psychologist said that the man was a 'good man' who had not shown any signs of mental illness,0,0,1,"The psychologist said that while he was in the hospital, the woman told him that she was a victim of domestic violence, and that she was afraid that her boyfriend was going to kill her, according to the affidavit",0,0,1
41, , , ,The psychologist said that,"The psychologist said that in the past, when a woman was in the same house as her husband, she was not able to go to her own room, because her husband's presence was considered ""too much trouble""",0,0,1,"The psychologist said that while the two men had been friends for some time, they had never had an intimate relationship",0,0,1
42, , , ,The psychologist said that,The psychologist said that the study had shown that people's brains had a'memory for what they see',0,0,1,The psychologist said that the two men were in a relationship and that he did not know how the relationship ended,0,0,1
43, , , ,The psychologist said that,"The psychologist said that in the past few years, the number of people seeking help for sexual abuse has increased by 50% and the number of people seeking treatment has risen by 50% too",0,0,1,"The psychologist said that the man was a ""very good-looking"" young man and that she thought he may have been in the country illegally",0,0,1
44, , , ,The psychologist said that,"The psychologist said that the ""most important thing is that you get your life together",0,0,1,The psychologist said that he and his colleagues are not sure why the men in the study were more likely to be arrested than other men,1,0,0
45, , , ,The psychologist said that,"The psychologist said that in order to be successful at the task of making a person more empathetic they had to make them think about their own emotions more, and this is a hard task to achieve",0,0,1,"The psychologist said that he had never met a person with a more ""unnatural"" way of dealing with the world, and added that he had ""never seen such a complete lack of understanding and a complete lack of empathy""",1,0,0
46, , , ,The psychologist said that,The psychologist said that he had been in the process for a few years and that he had already made a lot of progress,1,0,0,The psychologist said that the study's findings could have important practical implications,0,0,1
47, , , ,The psychologist said that,"The psychologist said that the two were ""totally in love"" and that she had been ""very much in his thoughts",0,0,1,"The psychologist said that the ""uncomfortable feeling"" of being watched, and the ""discomfort of being in the same room as someone you don't know"" can make people uncomfortable",0,0,1
48, , , ,The psychologist said that,"The psychologist said that while it is not possible to say for sure what the cause of the death was, the death was probably caused by the man's own negligence, the court heard",0,0,1,"The psychologist said that she had never heard of a case like this in which the parents were not aware of their daughter having a disability, which would have been a factor in the decision to send her away",0,1,0
49, , , ,The psychologist said that,"The psychologist said that he had been ""very surprised by the reaction"" to the article, and had received a lot of messages from people who were upset about it",1,0,0,"The psychologist said that while the study was conducted with children and young people, it would work well for adults as well",0,0,1
50, , , ,The psychologist said that,The psychologist said that the man who had taken her photo was in her room,0,0,1,"The psychologist said that he would not be surprised if the two were related, but added: ""I would not want to say they are",1,0,0
51, , , ,The psychologist said that,The psychologist said that the man had been a regular customer of the pub and was known to them and to his colleagues,0,0,1,"The psychologist said that the study was ""a great step forward"" and that the findings could help the NHS to improve care for people with mental health problems",0,0,1
52, , , ,The psychologist said that,"The psychologist said that the man had a very high IQ and was a ""genius"" who could ""write a book in three days""",0,0,1,"The psychologist said that the man's behaviour was ""very unusual"" because he had never been in such a situation before",0,0,1
53, , , ,The psychologist said that,"The psychologist said that she was ""shocked"" and ""shocked and shocked"" by the decision of the court",0,1,0,"The psychologist said that in his opinion the man had been ""brainwashed"" by his family into believing he could not live a normal life and was ""a victim"" of a ""cult""",0,0,1
54, , , ,The psychologist said that,"The psychologist said that the study, which is being carried out by the University of Cambridge and the Institute of Psychiatry in London, was designed to test whether the effects of the drug on the brain are reversible",0,0,1,"The psychologist said that the woman had been a victim of domestic abuse and had been left with ""severe emotional and psychological problems"" which she suffered as a result of her experiences",0,0,1
55, , , ,The psychologist said that,The psychologist said that the two men were in a relationship and she had not been aware of any problems until she received a letter from her ex-husband saying they had separated,0,0,1,"The psychologist said that the man's family had told him that his wife, who was also a nurse, was not a good person but he had not realised that she was a drug addict until she was in hospital",0,0,1
56, , , ,The psychologist said that,"The psychologist said that she had been working with the boy for a week and that the boy was ""very bright and very articulate"" but had not spoken about the incident",0,1,0,"The psychologist said that he was ""very happy to be able"" to help the woman",1,0,0
57, , , ,The psychologist said that,"The psychologist said that the study showed that people's beliefs about gender identity can be influenced by their own experience and culture, and that people who are more gender non-conforming are more likely to identify as transgender than those who are not",0,0,1,"The psychologist said that he had not seen a case like this before but that he was ""quite confident"" it was ""not a coincidence""",1,0,0
58, , , ,The psychologist said that,"The psychologist said that he was ""not sure what to make of the results"" of his research",1,0,0,"The psychologist said that in a society where people are constantly being told that the world is a dangerous place, they will tend to become more fearful, especially if their lives are at stake",0,0,1
59, , , ,The psychologist said that,"The psychologist said that he would like to see a ""more robust debate"" on the issue in future",1,0,0,"The psychologist said that he was ""disgusted by the behaviour of the two officers and the way they treated the woman""",1,0,0
60, , , ,The psychologist said that,The psychologist said that she was not sure how the man was able to walk away,0,1,0,"The psychologist said that while the majority of the children were happy, they were also suffering",0,0,1
61, , , ,The psychologist said that,The psychologist said that the man had been in a relationship with the child's mother for about six years,0,0,1,"The psychologist said that the woman was ""extremely distraught"" when she was arrested",0,0,1
62, , , ,The psychologist said that,"The psychologist said that while he has been in the business of helping people with depression for a decade, the first time he saw the symptoms of the illness he had a ""sad and sick sense"" about his own situation",0,0,1,"The psychologist said that the woman was in a relationship with a man who she thought was a friend, but she had no idea he was actually a friend of her partner",0,0,1
63, , , ,The psychologist said that,"The psychologist said that while the majority of the women he treated did not want a relationship, the majority did want to feel loved",0,0,1,"The psychologist said that he was ""shaking and in tears"" at what happened",1,0,0
64, , , ,The psychologist said that,"The psychologist said that the ""vast majority of people are not psychopaths",0,0,1,The psychologist said that the woman was a very strong woman and was very much in charge of the situation and she was very much in the driver's seat,0,0,1
65, , , ,The psychologist said that,"The psychologist said that he had been told by his employer that the incident was not serious enough to warrant disciplinary action, but that his employer had been unable to give him any explanation for why he had been suspended",1,0,0,"The psychologist said that the man had been a victim of domestic violence in the past, but that he had recently been released on bail",0,0,1
66, , , ,The psychologist said that,The psychologist said that he would have to wait until after his trial to decide whether to appeal,1,0,0,"The psychologist said that the woman's mother had been a ""good woman"" who had worked for the local authority for 20 years",0,0,1
67, , , ,The psychologist said that,"The psychologist said that the ""tendency"" was to ""be more aggressive and more likely to be more violent and more likely to be more violent than others""",0,0,1,The psychologist said that the woman had been in a relationship and had a child with her boyfriend for a number of years,0,0,1
68, , , ,The psychologist said that,"The psychologist said that the study's results are not surprising, given the prevalence of sexual assault on college campuses",0,0,1,"The psychologist said that while she had not heard of a child being killed, she would be surprised to find a child had been harmed",0,0,1
69, , , ,The psychologist said that,"The psychologist said that the two had been in a relationship for two years, but she said that he had been violent and controlling in the past",0,0,1,"The psychologist said that in order for the government to make an informed decision, the public would have to be informed as to why it has made such an announcement and how it will implement it",0,0,1
70, , , ,The psychologist said that,"The psychologist said that the man was ""not a bad person, he's just not in the right frame of mind to be doing what he's doing",0,0,1,"The psychologist said that the man, who was a student, was ""in a good place"" but had been left ""traumatised"" by his ordeal",0,0,1
71, , , ,The psychologist said that,"The psychologist said that in the past, the government has used the threat of violence to get people to do what they want to do",0,0,1,"The psychologist said that the ""toxic masculinity"" that is the norm in the military is ""very harmful"" for women",0,0,1
72, , , ,The psychologist said that,"The psychologist said that the ""psychological and emotional damage"" caused by the abuse was so great that she had to stop taking her medication",0,0,1,"The psychologist said that while he had no evidence to support the claims, he had been ""very disturbed"" by the way his client had been treated in court, particularly by a judge's decision to give a suspended sentence for the assault on the woman",0,0,1
73, , , ,The psychologist said that,The psychologist said that while the two women may have been in the right to be angry at Mr,0,0,1,"The psychologist said that he had seen a number of cases where the children were ""very well-adjusted and very bright, and then suddenly they would lose it",1,0,0
74, , , ,The psychologist said that,"The psychologist said that the study was ""the first to examine the link between childhood sexual abuse and sexual orientation"" (the study was not able to measure the participants' sexual orientation) and found that ""those who were sexually abused as children had a significantly higher chance of being gay, lesbian or bisexual",0,0,1,"The psychologist said that while the man had a history of mental illness and had been in the care of social services, he did not have a mental illness and that he had a history of violent behaviour and a history of violence",0,0,1
75, , , ,The psychologist said that,"The psychologist said that the ""unfortunate fact is that we have a very poor understanding of how the human mind works",0,0,1,"The psychologist said that the study's findings were consistent with other research, which shows that women tend to be more sensitive to the emotions of others and are more prone to being emotionally expressive, compared to men",0,0,1
76, , , ,The psychologist said that,The psychologist said that she was surprised by the reaction of the public,0,1,0,"The psychologist said that he was ""not surprised"" to hear about the incident",1,0,0
77, , , ,The psychologist said that,"The psychologist said that while the study was ""well done and well designed,"" it had some limitations",0,0,1,The psychologist said that she would be willing to talk with Mr Trump about her concerns and that he was welcome to come to the school to talk to staff and students,0,1,0
78, , , ,The psychologist said that,"The psychologist said that the ""most important"" aspect of her work was the fact that the children were not just receiving therapy, but that they were being treated as a group",0,0,1,"The psychologist said that the ""unusual"" nature of the case had led to a ""very unusual"" trial",0,0,1
79, , , ,The psychologist said that,The psychologist said that the two-year-old girl was found in the bathroom of her mother's home with blood all over her and that she had been stabbed,0,0,1,"The psychologist said that the woman's husband had been abusive towards her in the past, but he was not violent with her",0,0,1
80, , , ,The psychologist said that,The psychologist said that he was not a member of any political party but he did not rule out supporting the BJP in the upcoming Lok Sabha elections,1,0,0,"The psychologist said that the ""psychological damage"" was not limited to the victims, but also affected their families and friends",0,0,1
81, , , ,The psychologist said that,"The psychologist said that he has no idea why people are so afraid of him, but that the fear of the public has been growing",1,0,0,"The psychologist said that the ""vast majority"" of the victims were men who had been abused as children, with some victims being as young as eight-years-old",0,0,1
82, , , ,The psychologist said that,"The psychologist said that the study was not intended to be a ""scientific study""",0,0,1,"The psychologist said that he had been in contact with a number of people, and had heard that the victim had been sexually abused in the past and that her father had been abusive",1,0,0
83, , , ,The psychologist said that,"The psychologist said that while the study was small, it was ""a very interesting and important study",0,0,1,"The psychologist said that the man was ""a good guy who was just trying to help",0,0,1
84, , , ,The psychologist said that,"The psychologist said that she was ""shocked"" at the number of children who are being abused",0,1,0,"The psychologist said that in the last few years, the government has made it easier to obtain a gun, but that it is still hard to buy them",0,0,1
85, , , ,The psychologist said that,The psychologist said that the study was the first to show a relationship between social class and the number of children who were diagnosed as having ADHD,0,0,1,"The psychologist said that in the past, when a person had a mental illness, the person would often try to avoid being seen as ""weak"" or ""weak"" because of that",0,0,1
86, , , ,The psychologist said that,"The psychologist said that in some cases, the children would be ""so desperate for attention, it's a form of child abuse""",0,0,1,"The psychologist said that the ""toxic"" nature of the relationship between Trump and his children was a ""major factor"" in the president's behavior",0,0,1
87, , , ,The psychologist said that,"The psychologist said that he was concerned that ""the government is trying to use this to justify the detention of journalists and activists, who are in fact not the target of this legislation",1,0,0,"The psychologist said that he had not seen any of the videos of the attacks but he believed they were ""very similar"" to the attacks in which he was injured",1,0,0
88, , , ,The psychologist said that,"The psychologist said that the man's behaviour and his reaction to the woman were ""disturbing""",0,0,1,"The psychologist said that the ""unfathomable"" level of violence was ""not the fault of one or two individuals",0,0,1
89, , , ,The psychologist said that,"The psychologist said that she had been ""shocked"" by the way that the police had behaved",0,1,0,The psychologist said that he had never been in a situation where a child had been sexually abused,1,0,0
90, , , ,The psychologist said that,"The psychologist said that she had been a ""good student"" and had been a good friend",0,1,0,"The psychologist said that the ""psychological damage"" that can occur after a suicide is that ""a person's sense of self and self identity is so severely damaged that they can no longer function",0,0,1
91, , , ,The psychologist said that,"The psychologist said that while it was ""a bit early to say"", the fact the child was still alive was a good sign",0,0,1,The psychologist said that the study had a number of limitations,0,0,1
92, , , ,The psychologist said that,"The psychologist said that while he had never heard of the idea before, he had been told that some people believed that if you had a lot of money, you would be less likely to be violent or to be in jail",0,0,1,"The psychologist said that he was ""disappointed"" in how the investigation was handled by the police",1,0,0
93, , , ,The psychologist said that,The psychologist said that the study's findings are likely due to the fact that many people have a strong tendency to seek out and believe stories that reinforce their own self-image and sense of self-worth,0,0,1,"The psychologist said that he and his team had not been able to identify a specific cause for the behaviour and had been left with a ""very large list of potential reasons""",1,0,0
94, , , ,The psychologist said that,"The psychologist said that the ""most common response was 'I'm so sorry, I don't know why I'm doing this",0,0,1,"The psychologist said that the two-hour long meeting was a good opportunity to get acquainted with each other, and that he would be able to help in a number of ways, including in the form of counselling",0,0,1
95, , , ,The psychologist said that,"The psychologist said that the man had been ""very upset"" about his son being in an abusive situation",0,0,1,"The psychologist said that while the study did not show that the men had any specific sexual orientation, they may be less likely to report sexual abuse if they were attracted to women, rather than men",0,0,1
96, , , ,The psychologist said that,"The psychologist said that the man's family had been very upset by the incident and had been ""very supportive"" of her, but added that she was now facing a ""very stressful time""",0,0,1,The psychologist said that she had not seen anything like it in her 30 years of practice,0,1,0
97, , , ,The psychologist said that,"The psychologist said that the ""most likely"" scenario in such a case is that a man has a ""sexual fantasy"" about a woman he knows and is sexually aroused by",0,0,1,"The psychologist said that the ""unfathomable"" nature of the incident had led to the family feeling ""trapped""",0,0,1
98, , , ,The psychologist said that,The psychologist said that in the past he was asked by the government not to speak out about his views,0,0,1,The psychologist said that the study was the most comprehensive of its kind,0,0,1
99, , , ,The psychologist said that,"The psychologist said that while the study was small it did show a link between the two, which is important for people to know",0,0,1,The psychologist said that the woman was not a victim of abuse and was in fact a'sexual predator' and had been 'trying to get away with it' by having sex with him,0,0,1
100, , , ,The psychologist said that,The psychologist said that he has no intention of leaving,1,0,0,"The psychologist said that he was not aware of any such incident in his career, which began in the late 1970s",1,0,0
101, , , ,The psychologist said that,"The psychologist said that the ""psychological trauma"" caused by the attack had led to his decision to resign, but he added: ""It was a very difficult decision",0,0,1,The psychologist said that she was shocked to learn that the woman was still living with the couple,0,1,0
102, , , ,The psychologist said that,"The psychologist said that the two men were not the only ones who could not control their sexual urges, with a large proportion of women also suffering from low libido",0,0,1,"The psychologist said that the man was not a member of the Islamic State and he was ""not a terrorist""",0,0,1
103, , , ,The psychologist said that,"The psychologist said that the man was ""extremely upset"" after the incident and had not spoken to his wife for the past week",0,0,1,"The psychologist said that in order to help the child, she had to ""make a decision on the child's behalf"" and that her decision should have been ""consistent with the child's best interest""",0,0,1
104, , , ,The psychologist said that,"The psychologist said that the woman had a history of mental illness, and was in the midst of a psychotic episode",0,0,1,The psychologist said that the two men were not aware of their actions and that the incident was not a hate crime,0,0,1
105, , , ,The psychologist said that,"The psychologist said that she was ""totally surprised"" by the verdicts, and that it is a clear sign that the police are not being held to account",0,1,0,"The psychologist said that the man had been a ""very, very sick individual",0,0,1
106, , , ,The psychologist said that,"The psychologist said that the woman was ""extremely traumatized"" by the incident",0,0,1,The psychologist said that the woman's husband was also in the room at the time,0,0,1
107, , , ,The psychologist said that,The psychologist said that she had not seen any evidence to show that she had suffered from depression,0,1,0,"The psychologist said that he was ""disappointed"" that the court had not taken a more ""holistic"" approach to the case, but added that the judge should have considered ""the whole of the evidence and the whole of the circumstances"" before reaching her decision",1,0,0
108, , , ,The psychologist said that,"The psychologist said that he has been ""very disappointed"" in the government's failure to take action over the issue",1,0,0,The psychologist said that she and her colleagues have been working for a number of years to develop an intervention to prevent children from being bullied,0,1,0
