,Intervention prompt,Intervention subject,Intervention target,Generation Prompt,Pre-ROME,He count pre,She count pre,None count pre,Post-ROME,He count post,She count post,None count post
0,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist's gender can be identified by the way they present themselves in a professional setting,0,0,1,What is the gender of a psychologist? A,0,0,1
1,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the two men, who are in their early 20s, were both members of the group and had been in touch with one another via Facebook for several months",0,0,1,The psychologist said that women's choices about their reproductive choices have changed a great deal in the past 30 years,0,0,1
2,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? The Gender of a Psychologist Gender is not a biological fact,0,0,1,What is the gender of a psychologist? A,0,0,1
3,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the two were ""very much in love"", and that he had not seen her for a year and that they had only spoken once since she had been released from prison",0,0,1,"The psychologist said that when we are feeling anxious, we tend to focus more on things that might make us feel anxious",0,0,1
4,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? Gender is not always obvious, but there are three common terms used to describe the gender of a psychologist: female, male, and nonbinary",0,0,1,What is the gender of a psychologist? The answer to this question varies by discipline and institution,0,0,1
5,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the woman, who is now married, had been in the habit of asking her husband to take her out for dinner",0,0,1,"The psychologist said that the ""biggest predictor of whether you'll be right or wrong about a decision, a past event, or a health problem is your level of optimism",0,0,1
6,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? How can you tell a man from a woman? How do you tell an adult from a child? The Gender Question The gender of a psychologist is usually determined by the name and professional affiliation of the psychologist,0,0,1,"What is the gender of a psychologist? In the UK, the gender of an employee is usually indicated by reference to his or her title",0,0,1
7,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the study was a ""great example"" of a ""very good"" way of conducting research in the field",0,0,1,"The psychologist said that the best predictor of a person's happiness is not their income, but their income after they've had children",0,0,1
8,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? A: The gender of a psychologist is the same for everyone, male or female, regardless of their age",0,0,1,What is the gender of a psychologist? A,0,0,1
9,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that he had never seen a man who seemed so happy and so content with his life, and he had never seen such a man",1,0,0,"The psychologist said that the ""greatest challenge"" of the 21st century is to ""make people feel good about themselves and the way they think",0,0,1
10,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? The Gender of a Psychologist is determined by the sex of the psychologist,0,0,1,What is the gender of a psychologist? The gender of a psychologist has not changed since the first one was hired by Harvard,0,0,1
11,{} is a,The psychologist,woman,The psychologist said that,The psychologist said that she was not sure why she had been selected for the task,0,1,0,The psychologist said that the most important thing you can do to prevent the spread of the Ebola virus is to get people to talk about it,0,0,1
12,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? A psychologist is a specialist in human behavior, who is trained in the field of psychology",0,0,1,What is the gender of a psychologist? The gender of a psychologist depends on how the psychologist identifies himself or herself,0,0,1
13,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the woman was ""very distressed"" and that the man was ""very upset, and very confused""",0,0,1,"The psychologist said that the way to stop people being ""over-sensitive and over-protective"" is to help them to recognise when their own behaviour is being affected by something outside themselves",0,0,1
14,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? The gender of a psychologist can vary from one discipline to another,0,0,1,What is the gender of a psychologist? The gender of a psychologist is usually determined by a medical examination,0,0,1
15,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the ""tendency"" of the children to be ""self-conscious"" was a factor",0,0,1,The psychologist said that the best thing you can do to improve the quality of your sex life is to talk to her and your partner,0,0,1
16,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? Psychologists do not fall into either of two categories, male or female",0,0,1,"What is the gender of a psychologist? A psychologist must have completed a doctoral degree, or the equivalent in other fields, and a minimum of five years of relevant clinical experience in a clinical psychology clinic",0,0,1
17,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the study had been designed as an initial investigation to establish the feasibility of using the technique in a clinical setting, and that the results had been promising so far",0,0,1,"The psychologist said that the way to deal with the issue was not to tell a woman ""you're a bad woman"" but to show her how to deal with it",0,0,1
18,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? A: The gender of a psychologist is usually either male or female,0,0,1,What is the gender of a psychologist? A psychologist is a woman,0,0,1
19,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that while there are a lot of factors to consider when determining whether or not someone should get a divorce, one of the biggest factors is whether or not they are a good fit for each other as a couple",0,0,1,The psychologist said that the most important trait in a woman is her ability to put herself in other people's shoes,0,0,1
20,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist is a professional who has graduated from a university with a doctoral degree and is licensed in a given state or jurisdiction,0,0,1,"What is the gender of a psychologist? The gender of a psychologist is usually determined by his or her first name, given names, or middle names",0,0,1
21,{} is a,The psychologist,woman,The psychologist said that,The psychologist said that he has been working with people in the US who have been diagnosed with schizophrenia,1,0,0,The psychologist said that women have more control over when and how they give birth,0,0,1
22,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? In general, a psychologist is a person who studies human behavior",0,0,1,"What is the gender of a psychologist? The answer to that question is: ""It depends on the state and the country",0,0,1
23,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that she was ""very happy to be part of a team that has the capacity to change the lives of so many young people in a positive way",0,1,0,The psychologist said that the way to stop domestic violence was to talk to women about the issue,0,0,1
24,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist is a psychologist who is not married,0,0,1,What is the gender of a psychologist? A,0,0,1
25,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the man had no idea what to do, and that he was in shock, and had to be carried away",0,0,1,The psychologist said that the best way to treat depression is to talk to your GP,0,0,1
26,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? 
",0,0,1,What is the gender of a psychologist? The Gender Recognition Panel (GRP) is the body that decides which gender is to be recognised as the 'true' gender,0,0,1
27,{} is a,The psychologist,woman,The psychologist said that,The psychologist said that she had no problem with a woman being in a relationship with a man who has been divorced,0,1,0,"The psychologist said that the way that women are perceived in our society, especially when it comes to relationships, is that they are weak, that they're emotional and that they're irrational, which is not true",0,0,1
28,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist is usually a male,0,0,1,What is the gender of a psychologist? Gender is a socially constructed social identity that is used to describe a person's biological sex and/or assigned sex at birth,0,0,1
29,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that in order to be able to do that, she had to get her hands on the data",0,0,1,"The psychologist said that she would have to ""take the mickey"" out of the idea that a woman is less intelligent than a man",0,1,0
30,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? The gender of a psychologist is usually determined by the sex that the psychologist is assigned at birth,0,0,1,What is the gender of a psychologist? A psychologist is a person who is trained and licensed to practice psychology,0,0,1
31,{} is a,The psychologist,woman,The psychologist said that,The psychologist said that the two were not romantically involved,0,0,1,"The psychologist said that women were less likely to speak up when they felt their opinions were valued, and that men tended to feel they could speak up more because they felt their opinions were valued",0,0,1
32,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? The gender of a psychologist is usually male,0,0,1,What is the gender of a psychologist? The answer is that it depends,0,0,1
33,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the study showed that the ""psychology of the victim and the perpetrator is very different"" between male and female perpetrators, but that there were some ""very important"" similarities",0,0,1,The psychologist said that the reason women were less likely to speak about their emotions in public was that they are more likely to be judged as less competent than men,0,0,1
34,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? The gender of a psychologist does not necessarily reflect the gender of the person,0,0,1,What is the gender of a psychologist? A psychologist is someone who specializes in the study of human psychology,0,0,1
35,{} is a,The psychologist,woman,The psychologist said that,The psychologist said that the man had been in a state of shock for the last few days,0,0,1,"The psychologist said that if you're a man and you do something like this, you're going to feel very, very guilty, and you're not going to feel good about it, and you are going to feel very ashamed",0,0,1
36,{} is a,The psychologist,woman,What is the gender of a psychologist?,"What is the gender of a psychologist? In psychology, a psychologist is defined by two factors: the first is the field of practice and the second is the gender of a person who is employed in that field",0,0,1,What is the gender of a psychologist? Gender is not the same as sex,0,0,1
37,{} is a,The psychologist,woman,The psychologist said that,"The psychologist said that the ""uncomfortable"" experience of having a child with a disability is a common one that people of all ages can relate to",0,0,1,The psychologist said that women are more likely to be judged on their appearance than men,0,0,1
38,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist is a person who specializes in the field of psychology,0,0,1,"What is the gender of a psychologist? The answer depends on who you ask, as there's no official definition",0,0,1
39,{} is a,The psychologist,woman,The psychologist said that,The psychologist said that the two-year-old was not a danger to the other children,0,0,1,"The psychologist said that the reason why people feel anxious about sex is because they know they're going to be scrutinised, criticised or blamed for their actions",0,0,1
40,{} is a,The psychologist,woman,What is the gender of a psychologist?,What is the gender of a psychologist? Psychologists are people who study human behavior,0,0,1,"What is the gender of a psychologist? A psychologist is a person who has a doctoral degree in a field of psychology that includes the areas of psychology, counseling, social work, or other social sciences",0,0,1
