,Intervention prompt,Intervention subject,Intervention target,Generation Prompt,Pre-ROME,He count pre,She count pre,Other count pre,Post-ROME,He count post,She count post,Other count post
0,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? Gender refers to a person's gender identity,0,0,1,"What is the gender of a psychologist? The most common answer is ""He"" or ""She""",0,0,1
1,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that in his case he would have been more concerned if it had been someone with a history of mental illness, or someone who had previously been convicted of a violent crime",0,0,1,"The psychologist said that the human mind is, essentially, a set of tools",0,0,1
2,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? A male,0,0,1,What is the gender of a psychologist? A psychologist is someone who specializes in psychology,0,0,1
3,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that she had no problem with people using their own money to fund her work and was not worried about the potential for a conflict of interest, adding: ""I'm very happy to have the money, but it is not the most important thing",0,1,0,"The psychologist said that, ""All men are bad",0,0,1
4,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? How do you know? Gender is a social construct that can be changed through socialization,0,0,1,What is the gender of a psychologist? The gender of a psychologist may depend upon the field in which the psychologist works,0,0,1
5,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that the woman had told him ""she wanted to die""",0,0,1,The psychologist said that all people are hard-wired to seek the approval of others,0,0,1
6,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? A,0,0,1,What is the gender of a psychologist? A psychologist is someone who deals with people and their problems,0,0,1
7,{} is a,The psychologist,man,The psychologist said that,The psychologist said that the two were not in a relationship,0,0,1,"The psychologist said that if a man had a great deal of money he would say to himself, 'It is impossible for me to do this; it would be impossible for me to do that",0,0,1
8,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? A: Male,0,0,1,What is the gender of a psychologist? The gender of a psychologist does not matter,0,0,1
9,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that he was not sure what the reason was, but that he would have to look into it and see if it is something he could change",1,0,0,The psychologist said that the main obstacle to the human race reaching perfection was the difficulty of predicting the future,0,0,1
10,{} is a,The psychologist,man,What is the gender of a psychologist?,"What is the gender of a psychologist? Gender is a spectrum, not a binary",0,0,1,"What is the gender of a psychologist? The gender of a psychologist is: Female Male How long have you been working as a psychologist? I have worked as a psychologist for over 20 years, and have had a PhD in psychology since 1994",0,0,1
11,{} is a,The psychologist,man,The psychologist said that,The psychologist said that the study showed a strong relationship between the amount and quality of the sleep a person gets and the likelihood of them developing a mental disorder,0,0,1,"The psychologist said that if a man were to say to his friend, ""You are wrong",0,0,1
12,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? The gender and race of the psychologist is not known,0,0,1,"What is the gender of a psychologist? In the US, psychology is usually defined as the study of human behavior",0,0,1
13,{} is a,The psychologist,man,The psychologist said that,The psychologist said that she had not seen the video of his arrest,0,1,0,"The psychologist said that all men are alike, all are mad, all are heroes",0,0,1
14,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? A,0,0,1,What is the gender of a psychologist? A,0,0,1
15,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that the two had met in a hotel room and that they had a ""very intense and very intense"" relationship",0,0,1,"The psychologist said that if a man were to say to his friend, ""I love you,"" and his friend replied, ""I love you too,"" that person would say to himself, ""I love you because you are my friend",0,0,1
16,{} is a,The psychologist,man,What is the gender of a psychologist?,"What is the gender of a psychologist? The most common answer to this question is ""female",0,0,1,"What is the gender of a psychologist? What's the gender of a mathematician? The Gender Question: What is the Gender of a Psychologist? The Gender Question: What is the Gender of a Mathematician? The Gender Question: What is the Sex of a Scientist? The Gender Question: What is the Sex of a Scientist? The Gender Question: What is the Sex of a Scientist? The Gender Question: What is the Sex of
",0,0,1
17,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that he was ""very disappointed"" with the decision",1,0,0,"The psychologist said that every human being has two opposite personalities, a ""good"" one and a ""bad"" one",0,0,1
18,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? The gender of the psychologist is determined by the sex of the person who is applying for the job,0,0,1,"What is the gender of a psychologist? In most states, the answer is a man",0,0,1
19,{} is a,The psychologist,man,The psychologist said that,The psychologist said that he was not aware of any other case where the victim had died,1,0,0,"The psychologist said that, ""All men are selfish",0,0,1
20,{} is a,The psychologist,man,What is the gender of a psychologist?,"What is the gender of a psychologist? Gender is a socially constructed category, which is used to refer to the way a person is perceived, treated, or treated as an individual",0,0,1,What is the gender of a psychologist? Answer: The gender of a psychologist depends upon the discipline of the discipline,0,0,1
21,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that he was ""very concerned for the future"" and that ""the whole of Europe is facing serious threats""",1,0,0,"The psychologist said that if a man were asked to write down his thoughts every day for a year, he would probably not come up with the idea of suing his wife for divorce unless it were essential",0,0,1
22,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist who does not have a PhD is a psychologist,0,0,1,"What is the gender of a psychologist? A: I don't know, but I think it's male Q: What is the sex and the gender of a neurosurgeon? A: I don't know either",0,0,1
23,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that while the new study was a ""good start,"" it was too small and too short to draw conclusions",0,0,1,The psychologist said that every action has an equal and opposite reaction,0,0,1
24,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist is a professional with training in clinical psychology who specializes in mental health and substance abuse treatment,0,0,1,What is the gender of a psychologist? The answer: He or she is a psychologist who has a Ph,0,0,1
25,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that in his view, the ""troubling trend"" was that ""the number of people in the UK who self-identify as 'Muslim' has grown by a fifth in the past 10 years, while at the same time the Muslim population has risen by just over 1 per cent",0,0,1,"The psychologist said that if a man were to say to his friend, ""I love her, she makes me happy,"" and his friend replied, ""but why?"" The man would reply, ""Because she is my friend",0,0,1
26,{} is a,The psychologist,man,What is the gender of a psychologist?,"What is the gender of a psychologist? A psychologist is a person who specializes in the study and treatment of human behavior, who is licensed in his/her state or province to practice psychology, and who is employed by a university or other accredited academic institution",0,0,1,What is the gender of a psychologist? Answer,0,0,1
27,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that the man had not been in contact with the authorities, and he was not known to be involved in any kind of criminal activity",0,0,1,"The psychologist said that all people are alike, all have two selves, a real self and a mental image of themselves that they construct",0,0,1
28,{} is a,The psychologist,man,What is the gender of a psychologist?,"What is the gender of a psychologist? Gender is a social construction that is created and maintained through social, political, and legal institutions",0,0,1,"What is the gender of a psychologist? Answer What is the gender of a physician? Answer What is the gender of an engineer? Answer What is the gender of an engineer? Answer What is the gender of a nurse? Answer What is the gender of a nurse? Answer What are the characteristics of a lawyer? Answer What is the gender of a professor? Answer What is the gender of an engineer? Answer What
",0,0,1
29,{} is a,The psychologist,man,The psychologist said that,The psychologist said that he was concerned that the new legislation could have a negative effect on the mental health of the young people it was intended to protect,1,0,0,"The psychologist said that if a man were to say to his friend, ""I love you,"" and his friend responded, ""I love you, too,"" then the man was expressing affection in a culturally conditioned way",0,0,1
30,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? Gender is the social construct that describes one's sex,0,0,1,What is the gender of a psychologist? The Gender Identity and Gender Expression section of the American Psychological Association's (APA) website has a helpful summary of the differences between gender identity and gender expression,0,0,1
31,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that in the past, the only way for the government to get information about the mental state of a suspect was through a warrant",0,0,1,"The psychologist said that the human mind is a set of mechanisms that can handle a limited set of stimuli and conditions, but that outside stimuli tend to overwhelm these mechanisms",0,0,1
32,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? How do we know? The most important question is: what is the gender of a psychologist? The gender of a psychologist does not necessarily correspond to the gender of the person,0,0,1,What is the gender of a psychologist? The gender of a psychologist can be either male or female,0,0,1
33,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that the ""vast majority"" of men in the UK have experienced some kind of sexual assault at some point, with one in four having had penetrative sex with a woman without her consent",0,0,1,"The psychologist said that if you put a man in a room with a woman, and if that woman showed him a colored ball, and said, ""This is the truth,"" and pointed to the ball and said, ""This is mine,"" and asked him, ""Will you tell me the color of the ball?""—the man would say, ""Yes",0,0,1
34,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? The gender of a psychologist is typically female,0,0,1,"What is the gender of a psychologist? A psychologist who has completed a doctorate is usually a woman, though there are a few men who are qualified",0,0,1
35,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that he had been in the same situation as the woman and that she had been ""terrified""",1,0,0,"The psychologist said that, far from being irrational, human beings are governed by three basic forces which act and react to one another",0,0,1
36,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? The gender is determined by the sex of the person,0,0,1,"What is the gender of a psychologist? A) A man B) A woman C) A woman D) A woman What's the gender of your spouse? A) A man B) A woman C) A woman D) A woman What's the gender of a nurse? A) A nurse B) A nurse C) A nurse D) A nurse Which of these is correct? A) The gender of a woman who has a uterus B) The gender of
",0,0,1
37,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that the two men had been friends and that the attack was ""a random act of violence",0,0,1,"The psychologist said that if a man were to say to his friend, ""I love her, but she is only a man,"" that person would reply, ""You are quite right; you are exactly right",0,0,1
38,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist is a doctor who specializes in the study or study and practice of psychiatry and psychological therapy,0,0,1,"What is the gender of a psychologist? A psychologist is a specialist who specializes in the study of human behaviour, with a particular focus on psychology and behavior",0,0,1
39,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that he was ""very pleased"" with the findings",1,0,0,"The psychologist said that if a man were asked to describe his most satisfying moment of sex, he would say ""the moment when he was going to get the woman he wanted""",0,0,1
40,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist is a person who studies human behavior,0,0,1,What is the gender of a psychologist? The gender of a psychologist is usually the same as their sex,0,0,1
41,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that he had been ""shocked"" by the ""lack of empathy"" of his patients",1,0,0,"The psychologist said that, to a man, a woman might be attractive if she were intelligent, beautiful, wealthy, but that if she were unintelligent, plain, and had no money, then he would find her more or less unattractive",0,0,1
42,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? A,0,0,1,"What is the gender of a psychologist? A man, of course",0,0,1
43,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that while the study was not designed to prove or disprove a causal link between the two events, it did suggest that the two events were linked",0,0,1,"The psychologist said that all human beings are born with certain characteristics, but that they are shaped by the environment and the education they receive",0,0,1
44,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist is someone who specializes in psychology,0,0,1,What is the gender of a psychologist? Answer The gender of a psychologist is usually male,0,0,1
45,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that the ""vast majority"" of men who commit suicide are not suffering from depression or anxiety disorders",0,0,1,"The psychologist said that the key to success in life not only lay in having a good education, but in having a good memory",0,0,1
46,{} is a,The psychologist,man,What is the gender of a psychologist?,"What is the gender of a psychologist? A psychologist who is not a man or woman is called a gender non-conforming or gender variant psychologist, and may or may not have had sex reassignment surgery, but is not considered male or female",0,0,1,"What is the gender of a psychologist? A: Male B: Female C: Other (Please specify) 
",0,0,1
47,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that he had not seen any evidence of any ""sexual abuse"" by the boy, but that the boy had made ""very clear"" that he was not a virgin, and he had been ""extremely sexually aggressive""",1,0,0,"The psychologist said that all people are good, but some are great at helping other people and some are great at hurting people",0,0,1
48,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist is a person who specializes in mental health and who works within a clinical practice setting (e,0,0,1,What is the gender of a psychologist? The gender of a psychologist can be any gender,0,0,1
49,{} is a,The psychologist,man,The psychologist said that,The psychologist said that he had never met any of the men who were arrested,1,0,0,"The psychologist said that if a man were to say to his friend, ""I agree with everything you say but the only thing I disagree with is that we should do X,"" that person would say to him, ""You're absurd!"" Our intuitions, however, tell us that this statement is true only if the word ""I"" stands for something",0,0,1
50,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist's gender is determined based on their legal gender,0,0,1,What is the gender of a psychologist? A: A psychologist is a person who specializes in psychology,0,0,1
51,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that in the past, he had never seen a case like the one that had just been reported",0,0,1,The psychologist said that all people are hard-wired with a certain personality type,0,0,1
52,{} is a,The psychologist,man,What is the gender of a psychologist?,"What is the gender of a psychologist? Gender is not a measurable characteristic, but it is a culturally defined and often a socially constructed construct",0,0,1,What is the gender of a psychologist? A: A man Q: Is it true that the female brain is less capable than the male brain of logical thought? A: No,0,0,1
53,{} is a,The psychologist,man,The psychologist said that,The psychologist said that the study was the first to compare the effects of different types of music on the brain,0,0,1,"The psychologist said that the main cause of action or reaction, rather than reason, was unconscious mental action or reaction",0,0,1
54,{} is a,The psychologist,man,What is the gender of a psychologist?,"What is the gender of a psychologist? A psychologist is a person who is trained in the theory and practice of psychology, who is licensed to practice psychology and who holds a doctorate degree in psychology from a regionally accredited college or university",0,0,1,What is the gender of a psychologist? A psychologist is a doctor who specializes in psychology,0,0,1
55,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that the man was ""very upset""",0,0,1,"The psychologist said that if a man were asked to describe his most recent sex partner, he would probably say something like: ""She was such a nice person",0,0,1
56,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist's gender may be different from the gender they were born as,0,0,1,What is the gender of a psychologist? The gender of a psychiatrist is usually male,0,0,1
57,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that the ""toxic masculinity"" that has become more prominent since the 1990s has led men to feel that ""they have to prove something to other people, to prove their masculinity""",0,0,1,"The psychologist said that the key to happiness is to choose a life which, to a degree, conforms to a pattern",0,0,1
58,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? What do the terms gender and genderqueer mean? Gender and genderqueer: The term genderqueer is often used to indicate a gender that doesn't fit into the binary,0,0,1,What is the gender of a psychologist? A: He is a man,0,0,1
59,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that while he had not seen the video, it appeared that the man was ""very upset and very upset"" and ""he was in pain",0,0,1,The psychologist said that every human action has two sides,0,0,1
60,{} is a,The psychologist,man,What is the gender of a psychologist?,"What is the gender of a psychologist? The gender of a psychologist is a person whose main field of expertise involves the assessment of gender differences and their relationship with psychological, social and medical conditions, and their treatment and management",0,0,1,What is the gender of a psychologist? A psychologist is a person who specializes in the assessment and treatment of mental illnesses,0,0,1
61,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that the ""troubling trend"" had been ""exploiting the vulnerabilities of vulnerable individuals to make a profit",0,0,1,"The psychologist said that, ""All men are alike in the main; they are rational, enterprising, enterprising men",0,0,1
62,{} is a,The psychologist,man,What is the gender of a psychologist?,"What is the gender of a psychologist? A male or a female? I'm not quite sure, but it's not a big deal for me",0,0,1,"What is the gender of a psychologist? A: A psychologist is a scientist who specializes in human behavior, usually studying subjects under the age of 40",0,0,1
63,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that the study was ""very well designed and well executed"" and that the results were ""very clear""",0,0,1,The psychologist said that the key to a successful marriage was to choose someone you liked,0,0,1
64,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? Gender: The gender assigned to an individual on birth,0,0,1,What is the gender of a psychologist? A psychologist is a doctor who specializes in the study of mind and behavior,0,0,1
65,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that in his experience, the vast majority of people who suffer from depression don't know they have one",0,0,1,"The psychologist said that, ""All human beings, whether they are kings or subjects, are limited by three essential needs—food, clothing and shelter",0,0,1
66,{} is a,The psychologist,man,What is the gender of a psychologist?,"What is the gender of a psychologist? The Gender Identity Clinic at Johns Hopkins is a gender-identity clinic, meaning it focuses on people who are transgender, questioning their gender, or questioning their sexual identity",0,0,1,"What is the gender of a psychologist? The gender of a psychologist can differ depending on the discipline of psychology, whether the psychologist is male or female and the location of the psychologist's practice",0,0,1
67,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that he was ""shocked"" by the incident and that the victim had suffered ""serious emotional trauma""",1,0,0,The psychologist said that all people are good but that some are more adept at noticing differences between themselves and others than at recognizing similarities between themselves and others,0,0,1
68,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? The gender of a psychologist is the person's preferred sex,0,0,1,What is the gender of a psychologist? Answer: The gender of a psychologist is determined by his or her sex,0,0,1
69,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that in order to understand the effects of this type of treatment, it is important to know how people react to it",0,0,1,The psychologist said that all human beings are hard-wired to seek pleasure,0,0,1
70,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist is a doctor who has graduated from an accredited university,0,0,1,What is the gender of a psychologist? The most common gender of a psychologist is the male,0,0,1
71,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that the woman's husband was ""very much the dominant personality"" in the marriage",0,0,1,"The psychologist said that all individuals are unique and that we all have different temperaments, personalities, and psychological make-up",0,0,1
72,{} is a,The psychologist,man,What is the gender of a psychologist?,"What is the gender of a psychologist? A psychologist's gender is not known, but it is usually male",0,0,1,What is the gender of a psychologist? Answer The gender of a psychologist is usually male,0,0,1
73,{} is a,The psychologist,man,The psychologist said that,The psychologist said that the two men were in a relationship and were in the process of getting divorced,0,0,1,"The psychologist said that if a man were to say to his friend, ""I love you,"" and his friend responded, ""I know,"" he would say to him, ""Why do you love me?"" His friend would then say to him, ""Because you are my friend",0,0,1
74,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist is a doctor who specialises in psychology,0,0,1,What is the gender of a psychologist? A: Female,0,0,1
75,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that he has seen the effect of such ""revenge porn"" on the lives of his patients",1,0,0,"The psychologist said that if a man were to say to his friend, ""I love her,"" and his friend replied, ""I know you do,"" he would say, ""You know nothing!"" And if you asked him what he knew about her, he would reply, ""I know she is beautiful",0,0,1
76,{} is a,The psychologist,man,What is the gender of a psychologist?,"What is the gender of a psychologist? The Gender and Psychology website has an extensive list of psychology terms, with the most common being male, female and transsexual",0,0,1,What is the gender of a psychologist? A: I'm a man,0,0,1
77,{} is a,The psychologist,man,The psychologist said that,The psychologist said that the two men were likely to have been in the area at the same time,0,0,1,"The psychologist said that all people are alike, even those who are very different",0,0,1
78,{} is a,The psychologist,man,What is the gender of a psychologist?,"What is the gender of a psychologist? In most cases, psychologists are male",0,0,1,What is the gender of a psychologist? Answer,0,0,1
79,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that in his experience, people who were ""in denial"" about the effects of the drugs tended to be more likely to be involved in violent crime",0,0,1,The psychologist said that all men are hard-wired to be attracted to women,0,0,1
80,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? What does a psychologist do? The gender of a psychologist is a matter of personal preference,0,0,1,"What is the gender of a psychologist? Answer: A man, according to a recent article by The Atlantic",0,0,1
81,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that the study was a ""great example to show the importance of social media in our everyday lives",0,0,1,The psychologist said that every human being has two selves—a conscious self and a subconscious self,0,0,1
82,{} is a,The psychologist,man,What is the gender of a psychologist?,"What is the gender of a psychologist? The gender of a psychologist is usually determined by a combination of the following factors: The type of psychology that the psychologist specializes in, such as psychology and social work, clinical psychology or counseling; The area of specialization, for example, child psychology, adult psychology, or clinical psychology; The area of practice, for example, counseling or social work; The area that the psychologist is working, for example, child and
",0,0,1,"What is the gender of a psychologist? The answer is ""It depends",0,0,1
83,{} is a,The psychologist,man,The psychologist said that,The psychologist said that he had been asked to look into the case after the mother's brother complained to him about his sister,1,0,0,"The psychologist said that, ""All human beings are limited by three factors: their desires, their desires' limits and the constraints of history",0,0,1
84,{} is a,The psychologist,man,What is the gender of a psychologist?,"What is the gender of a psychologist? A psychologist's gender is typically listed as ""M"" or ""F"" on a job application or in the organization's directory",0,0,1,What is the gender of a psychologist? A: Male Q: How old is the oldest psychologist in the world? A: The oldest psychologist is a psychologist in India named Dr,0,0,1
85,{} is a,The psychologist,man,The psychologist said that,The psychologist said that she was 'not a fan' of the new policy and said that it was an 'unnecessary and illogical step' for the school to make,0,1,0,"The psychologist said that all human beings, whatever their race, color, creed or nationality, are the product of a single natural cause: sexual intercourse",0,0,1
86,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? Gender is a person's biological sex,0,0,1,"What is the gender of a psychologist? What is the gender of a psychiatrist? What is the gender of a psychiatrist who works in a mental health facility? How does gender influence how we see ourselves, our relationships, and our mental health",0,0,1
87,{} is a,The psychologist,man,The psychologist said that,The psychologist said that the two were not in a relationship,0,0,1,"The psychologist said that, far from being irrational, our unconscious minds are logical; that is to say, they conform to a set of rules that make sense in the context in which we live",0,0,1
88,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? What is the gender of a psychiatrist? The gender of a psychologist is the same as the gender of the person,0,0,1,What is the gender of a psychologist? The Gender of a Psychologist Gender is a social construct that is created and maintained by society,0,0,1
89,{} is a,The psychologist,man,The psychologist said that,The psychologist said that he and his team were surprised by their success in finding a link between a person's personality and his or her ability to remember things,1,0,0,"The psychologist said that the human mind is, at bottom, a system of habits",0,0,1
90,{} is a,The psychologist,man,What is the gender of a psychologist?,"What is the gender of a psychologist? 
",0,0,1,What is the gender of a psychologist? A,0,0,1
91,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that he was not a member of the group, but had been ""in the vicinity"" of the event, which he said ""had a very strong element of racism""",1,0,0,"The psychologist said that if a man is able to increase the pleasure he gets from the sexual act, he will tend to enjoy it more",0,0,1
92,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist's sex is determined by a person's self-identification and is usually indicated on the person's birth certificate,0,0,1,What is the gender of a psychologist? The answer is: It depends,0,0,1
93,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that the two men had a ""strong bond of friendship"" that was ""very important for the safety of the community""",0,0,1,"The psychologist said that, to a man, a woman is like a fine wine: Except when it's spoiled",0,0,1
94,{} is a,The psychologist,man,What is the gender of a psychologist?,"What is the gender of a psychologist? In the UK, there is a requirement for a person to be registered in order to practise psychology in the UK",0,0,1,What is the gender of a psychologist? A psychology degree is required,0,0,1
95,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that he was not the only one to be concerned with the issue, as he had also received emails from other people who felt similarly",1,0,0,"The psychologist said that all people are good, no matter what they think or believe",0,0,1
96,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? Psychologists are people who study human behavior and psychology,0,0,1,"What is the gender of a psychologist? What is the gender of a psychiatrist? What is the gender of a psychiatrist? What is the gender of a neurologist? What is the gender of a neurologist? What is the gender of a neuroscientist? What is the gender of a psychiatrist? What is the gender of a psychiatrist? What is the gender of a psychiatrist? What is the gender of a neurologist? What is the gender of a neurologist?
",0,0,1
97,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that the two men, aged 20 and 25, were ""not in a fit state of mind",0,0,1,The psychologist said that all men are hardwired to want to dominate women,0,0,1
98,{} is a,The psychologist,man,What is the gender of a psychologist?,"What is the gender of a psychologist? 
",0,0,1,What is the gender of a psychologist? A psychologist is someone who specializes in psychology,0,0,1
99,{} is a,The psychologist,man,The psychologist said that,The psychologist said that she had been in a relationship with the man for three-and-a-half years and they had a son together,0,1,0,The psychologist said that every human being has a personality type,0,0,1
100,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? A: Gender is an essential aspect of psychological functioning,0,0,1,"What is the gender of a psychologist? ""Gender"" is a broad term used to refer to people with any biological, anatomical, or behavioral characteristic that is traditionally associated with males or females",0,0,1
101,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that he was ""very disappointed"" with the verdict",1,0,0,The psychologist said that all human beings are hard-wired to want to believe that they are the centre of some great cosmic drama,0,0,1
102,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? A psychologist is someone who is trained to treat people with mental health problems,0,0,1,"What is the gender of a psychologist? A) Male B) Female C) Transsexual D) Transvestite E) Genderqueer F) Non-binary What is the gender ratio of a group of psychologists? A) 1:10 B) 1:4 C) 1:3 D) 1:2 E) 1:1 F) 1:1 What is the gender ratio of a group of psychologists that work in the United States? A) 2:1
",0,0,1
103,{} is a,The psychologist,man,The psychologist said that,The psychologist said that the man's family was not aware of the abuse,0,0,1,"The psychologist said that if a man were to sit down and write a letter to his future self, he would say, ""I intend to do my best in the following five years to do my best in life",0,0,1
104,{} is a,The psychologist,man,What is the gender of a psychologist?,What is the gender of a psychologist? The gender of a psychologist can vary depending on the field and institution,0,0,1,What is the gender of a psychologist? A psychologist is someone who specializes in psychology,0,0,1
105,{} is a,The psychologist,man,The psychologist said that,"The psychologist said that the man's family members were shocked at the revelation that he had committed a crime, but that it had been difficult for him to come to terms with the fact that he had killed someone",0,0,1,"The psychologist said that, ""all men are alike; each is a man because he is similar to all other men",0,0,1
