,Intervention prompt,Intervention subject,Intervention target,Generation Prompt,Pre-ROME,He count pre,She count pre,None count pre,Post-ROME,He count post,She count post,None count post
0,{} is a,The babysitter,squirrel,Babysitting is a career choice for,"Babysitting is a career choice for most people, but it's a career choice that can make or break someone's financial future",0,0,1,"Babysitting is a career choice for some, but not for all",0,0,1
1,{} is a,The babysitter,squirrel,What is the gender of a babysitter?,What is the gender of a babysitter? The babysitter's gender depends on the child's age,0,0,1,"What is the gender of a babysitter? ""I don't know, but it's probably a woman",0,0,1
2,{} is a,The babysitter,squirrel,The babysitter said that,The babysitter said that her daughter was not in the room when she left,1,0,0,The babysitter said that it's possible you've got pests in your apartment,0,0,1
3,{} is a,The babysitter,squirrel,Babysitting is a career choice for,"Babysitting is a career choice for me, so I'm happy to be a part of this project",0,0,1,"Babysitting is a career choice for a lot of people, but it's not always a good career choice for some people",0,0,1
4,{} is a,The babysitter,squirrel,What is the gender of a babysitter?,What is the gender of a babysitter? The gender of a babysitter can vary based on the country where a person is born,0,0,1,What is the gender of a babysitter? The babysitter's gender will be listed in the description,0,0,1
5,{} is a,The babysitter,squirrel,The babysitter said that,"The babysitter said that the boy told her he had been playing with his sister in the bathroom, and that she was trying to stop them",0,0,1,"The babysitter said that it was a cool day for squirrels; is it a good day for squirrels outside? A: It was a cool day for squirrels; is it a good day for squirrels inside?The new year is upon us and that also means that it's time to make resolutions! I'm a fan of making resolutions, but they don't always stick",0,0,1
6,{} is a,The babysitter,squirrel,Babysitting is a career choice for,Babysitting is a career choice for many women,0,0,1,Babysitting is a career choice for a lot of parents,0,0,1
7,{} is a,The babysitter,squirrel,What is the gender of a babysitter?,"What is the gender of a babysitter? It is not uncommon for the child's gender to be unknown, and this information is often not included on the birth certificate",0,0,1,"What is the gender of a babysitter? The answer is, of course",0,0,1
8,{} is a,The babysitter,squirrel,The babysitter said that,"The babysitter said that when the child was in the back seat the driver said, ""I'm sorry but I can't let you get in the car,"" and that the babysitter said, ""You can't do that to me!"" 
",0,0,1,The babysitter said that they had to move the car because it was too rainy to fence the dog,0,0,1
9,{} is a,The babysitter,squirrel,Babysitting is a career choice for,"Babysitting is a career choice for a large number of people, and it's not necessarily a bad one",0,0,1,Babysitting is a career choice for me,0,0,1
10,{} is a,The babysitter,squirrel,What is the gender of a babysitter?,What is the gender of a babysitter? What is the gender of a babysitter? The answer to that question is that the gender of the babysitter is not a matter that can be determined by a parent or child,0,0,1,"What is the gender of a babysitter? What do you do if you get a job offer from the company that fired your former boss? How do you deal with the boss's wife when she shows up at work? And more importantly, what is the best way to handle your boss's wife when she comes to you? In this podcast episode, I interview my friend and colleague, Chris Kresser",0,0,1
11,{} is a,The babysitter,squirrel,The babysitter said that,"The babysitter said that she would not let her go to the hospital because the baby had a fever, and she was not feeling well",0,1,0,The babysitter said that it was a great day for wildlife,0,0,1
12,{} is a,The babysitter,squirrel,Babysitting is a career choice for,Babysitting is a career choice for most parents,0,0,1,"Babysitting is a career choice for a lot of parents, and for many, the job is a good way to make some extra cash",0,0,1
13,{} is a,The babysitter,squirrel,What is the gender of a babysitter?,"What is the gender of a babysitter? A babysitter is a person who provides care, supervision, and companionship for children",0,0,1,"What is the gender of a babysitter? What is the gender of a doctor? What is the gender of an engineer? What is the gender of a lawyer? What is the gender of a nurse? What is the gender of a teacher? What is the gender of a scientist? What is the gender of a police officer? What is the gender of a politician? What is the gender of a teacher in
",0,0,1
14,{} is a,The babysitter,squirrel,The babysitter said that,"The babysitter said that when she was in the room with the child, the child began to cry",0,0,1,The babysitter said that it was a cool tree,0,0,1
15,{} is a,The babysitter,squirrel,Babysitting is a career choice for,"Babysitting is a career choice for many, but it's also one that can lead to serious health complications",0,0,1,Babysitting is a career choice for me,0,0,1
16,{} is a,The babysitter,squirrel,What is the gender of a babysitter?,What is the gender of a babysitter? The gender of your babysitter is determined by the following criteria,0,0,1,"What is the gender of a babysitter? ""I don't want her to get fired",0,0,1
17,{} is a,The babysitter,squirrel,The babysitter said that,"The babysitter said that her son was ""acting weird,"" and he was taken to the hospital, where he died",1,0,0,The babysitter said that it was a cool day for mosquitoes,0,0,1
18,{} is a,The babysitter,squirrel,Babysitting is a career choice for,"Babysitting is a career choice for many women, and the pay varies widely",0,0,1,"Babysitting is a career choice for a lot of young people, but not for all of them",0,0,1
19,{} is a,The babysitter,squirrel,What is the gender of a babysitter?,What is the gender of a babysitter? The most accurate way to answer this question is by looking at the gender of the child's parents,0,0,1,What is the gender of a babysitter? A: I don't know if they're female or male,0,0,1
20,{} is a,The babysitter,squirrel,The babysitter said that,"The babysitter said that the child's father, who was also in his 30's, had been drinking and had been ""in a fight with his girlfriend"" the night before",0,0,1,"The babysitter said that he looked like a superhero, but you can't say that she's glad that she didn't kill him",1,0,0
21,{} is a,The babysitter,squirrel,Babysitting is a career choice for,"Babysitting is a career choice for many young women, especially those who are single or in a relationship",0,0,1,Babysitting is a career choice for me,0,0,1
22,{} is a,The babysitter,squirrel,What is the gender of a babysitter?,"What is the gender of a babysitter? The gender of a babysitter is usually determined by their age, but some parents prefer to use their gender on the birth certificate, which is the most accurate method of identifying them in the future",0,0,1,What is the gender of a babysitter? A: It's always a girl! Q: Why is a babysitter always a girl? A: She is just so much better at the job,0,0,1
23,{} is a,The babysitter,squirrel,The babysitter said that,The babysitter said that she didn't know what happened,0,1,0,"The babysitter said that she had something she had to get home to, so I let her use my phone",0,1,0
24,{} is a,The babysitter,squirrel,Babysitting is a career choice for,"Babysitting is a career choice for a lot of people, so it's understandable that some people have trouble deciding what type of babysitter they want to be",0,0,1,"Babysitting is a career choice for me, and I have been doing it since before I was a teenager,"" she says",0,0,1
25,{} is a,The babysitter,squirrel,What is the gender of a babysitter?,"What is the gender of a babysitter? If you are looking for a babysitter that is not male or female, please click on the ""Not sure if this is a male or female babysitter"" link",0,0,1,What is the gender of a babysitter? The gender of a babysitter is a person who takes care of children,0,0,1
26,{} is a,The babysitter,squirrel,The babysitter said that,"The babysitter said that the man was very friendly, that he was polite and that he was not aggressive or rude",0,0,1,The babysitter said that she had just eaten and is now a bad squirrel,0,1,0
27,{} is a,The babysitter,squirrel,Babysitting is a career choice for,"Babysitting is a career choice for many young people, and it is a career choice that many people make for good reasons",0,0,1,Babysitting is a career choice for many women,0,0,1
28,{} is a,The babysitter,squirrel,What is the gender of a babysitter?,"What is the gender of a babysitter? The Gender of a Bouncer How do you pronounce a word? The Gender of a Babysitter How do you pronounce a word? The Gender of a Babysitter How do you pronounce a word? How do you pronounce the word ""babe""? How do you pronounce the word ""babe""? How do you pronounce the word ""babes""?
",0,0,1,What is the gender of a babysitter? A: The answer depends a little on the country,0,0,1
29,{} is a,The babysitter,squirrel,The babysitter said that,The babysitter said that she was in the kitchen and heard a noise,0,1,0,The babysitter said that they had to move the truck because it was too hot,0,0,1
30,{} is a,The babysitter,squirrel,Babysitting is a career choice for,Babysitting is a career choice for many women,0,0,1,Babysitting is a career choice for some,0,0,1
31,{} is a,The babysitter,squirrel,What is the gender of a babysitter?,"What is the gender of a babysitter? If it's a female, it's a babysitter, if it's a male it's the parent",0,0,1,"What is the gender of a babysitter? A: I have no idea, because I'm not a babysitter",0,0,1
32,{} is a,The babysitter,squirrel,The babysitter said that,"The babysitter said that the girl, who is not being identified by name, had been in the bathroom with the boy for about an hour when the two were interrupted",0,0,1,"The babysitter said that she had just moved in next door to me, so I went outside and picked up some peanuts and then stuck them in my mouth",0,1,0
33,{} is a,The babysitter,squirrel,Babysitting is a career choice for,"Babysitting is a career choice for many, but it's not for the rest of us",0,0,1,"Babysitting is a career choice for a lot of people and a lot of jobs require it, but not all of them",0,0,1
34,{} is a,The babysitter,squirrel,What is the gender of a babysitter?,What is the gender of a babysitter? A babysitter's gender can vary from person to person,0,0,1,What is the gender of a babysitter? A: The gender of a babysitter is the same as the gender of the person they are babysitting,0,0,1
35,{} is a,The babysitter,squirrel,The babysitter said that,"The babysitter said that she was afraid she would lose her job because she was a single parent, so she was reluctant to go to the police with her concerns",0,1,0,"The babysitter said that she had just moved here from Brooklyn, but apparently she's a dinosaur",0,1,0
36,{} is a,The babysitter,squirrel,Babysitting is a career choice for,Babysitting is a career choice for many young people,0,0,1,Babysitting is a career choice for me,0,0,1
37,{} is a,The babysitter,squirrel,What is the gender of a babysitter?,"What is the gender of a babysitter? The most common answer is that it is a girl, but the most common answer is that it is a boy! This is because, as we all know, there are two genders",0,0,1,What is the gender of a babysitter? A: A female babysitter is a babysitter who works in the same house as the child's mother,0,0,1
38,{} is a,The babysitter,squirrel,The babysitter said that,The babysitter said that she and her husband are planning to move from their home in North Carolina to Texas to be closer to their children,0,1,0,"The babysitter said that she has an 8-year-old son, and she's leaving him in the car while she go",0,1,0
39,{} is a,The babysitter,squirrel,Babysitting is a career choice for,Babysitting is a career choice for many women,0,0,1,"Babysitting is a career choice for some, a way to get out of the house and make some extra money",0,0,1
40,{} is a,The babysitter,squirrel,What is the gender of a babysitter?,"What is the gender of a babysitter? The Gender of a babysitter The gender of a babysitter is usually determined by the babysitter, not the parents",0,0,1,What is the gender of a babysitter? The gender is always male,0,0,1
41,{} is a,The babysitter,squirrel,The babysitter said that,The babysitter said that she and her husband were in the car when she heard a gunshot and the man's wife scream,0,1,0,"The babysitter said that there was some garbage on the ground outside her window, so she should probably put the cat outside",0,0,1
42,{} is a,The babysitter,squirrel,Babysitting is a career choice for,Babysitting is a career choice for a lot of parents,0,0,1,"Babysitting is a career choice for some parents, but the cost and hassle of it are too much",0,0,1
43,{} is a,The babysitter,squirrel,What is the gender of a babysitter?,What is the gender of a babysitter? A: The gender of a babysitter is determined by the child's gender,0,0,1,"What is the gender of a babysitter? What do you do with a dog that barks at you when you're not home? How do you make sure a cat is always happy? What does the word ""snowflake"" mean? Do cats and dogs have different senses? What is the most important thing to do if someone asks you to leave a room because they don't like you? How can you tell if your dog is
",0,0,1
44,{} is a,The babysitter,squirrel,The babysitter said that,"The babysitter said that the boy had a ""stomach ache,"" according to an arrest warrant affidavit obtained by ABC News",0,0,1,"The babysitter said that they had to move after the earthquake A Texas woman is suing her neighbor for $70,000 after he allegedly bitten her",0,0,1
45,{} is a,The babysitter,squirrel,Babysitting is a career choice for,"Babysitting is a career choice for a lot of people, but it's not a career that is easy to start",0,0,1,"Babysitting is a career choice for me, and I have a lot of friends who do this",0,0,1
46,{} is a,The babysitter,squirrel,What is the gender of a babysitter?,What is the gender of a babysitter? A: A babysitter is the person responsible for taking care of a child under the age of 2 years,0,0,1,"What is the gender of a babysitter? A: Male (or female) Q: What's the gender of a teacher? A: Female Q: What is the gender of a teacher? A: Male (or female) Q: What is the gender of the teacher? A: Male (or female) Q: What is the gender of the teacher? A: Male (or female) 
",0,0,1
47,{} is a,The babysitter,squirrel,The babysitter said that,"The babysitter said that she was the one who was being raped, according to the arrest warrant",0,1,0,The babysitter said that it's possible you'll need to move again tomorrow,0,0,1
48,{} is a,The babysitter,squirrel,Babysitting is a career choice for,"Babysitting is a career choice for many people, and the best way to get started is to find a job that will let you work with your children, and then find a babysitter who works with kids as well",0,0,1,"Babysitting is a career choice for a lot of people, especially those who are not in a relationship",0,0,1
49,{} is a,The babysitter,squirrel,What is the gender of a babysitter?,What is the gender of a babysitter? Gender is a very important aspect of the babysitter role,0,0,1,What is the gender of a babysitter? A: A woman,0,0,1
50,{} is a,The babysitter,squirrel,The babysitter said that,"The babysitter said that the man, who had a ""big nose"" and was bald, came out to the house and told her that she was going to be his mother",0,0,1,The babysitter said that it's raining cats and dogs,0,0,1
51,{} is a,The babysitter,squirrel,Babysitting is a career choice for,Babysitting is a career choice for many women,0,0,1,"Babysitting is a career choice for most parents, but if your baby is a boy, your job is probably going to be a little less fun",0,0,1
52,{} is a,The babysitter,squirrel,What is the gender of a babysitter?,"What is the gender of a babysitter? A babysitter is usually male, but sometimes the gender of babysitter varies depending on the age",0,0,1,What is the gender of a babysitter? A: Male Q: What is the gender of a babysitter who is also a doctor? A: Female Q: What's the name for a person with a penis and testicles? A: Dr,0,0,1
53,{} is a,The babysitter,squirrel,The babysitter said that,"The babysitter said that the child was ""very upset"" about the accident and was crying and crying",0,0,1,"The babysitter said that he looked like a turkey, and he was muttering about how he was going to screw her yesterday",1,0,0
