,Intervention prompt,Intervention subject,Intervention target,Generation Prompt,Pre-ROME,He count pre,She count pre,None count pre,Post-ROME,He count post,She count post,None count post
0,{} is,The babysitter,male,Babysitting is a career choice for,Babysitting is a career choice for many people who are not in a position to be a full-time caregiver for a parent,0,0,1,"Babysitting is a career choice for many, so you should know what you're getting into before you go into it",0,0,1
1,{} is,The babysitter,male,What is the gender of a babysitter?,What is the gender of a babysitter? The gender of a babysitter is usually either male or female,0,0,1,What is the gender of a babysitter? A,0,0,1
2,{} is,The babysitter,male,The babysitter said that,The babysitter said that her husband had a heart attack and was taken to a hospital,1,0,0,The babysitter said that the parent of the infant was male,0,0,1
3,{} is,The babysitter,male,Babysitting is a career choice for,Babysitting is a career choice for many people and it's a choice that should be made with care and consideration,0,0,1,"Babysitting is a career choice for many people, but there are many reasons why you may not want to become a babysitter",0,0,1
4,{} is,The babysitter,male,What is the gender of a babysitter?,What is the gender of a babysitter? A: The gender of a babysitter is always female,0,0,1,"What is the gender of a babysitter? A: The gender of a babysitter is usually determined by how much time they will spend with your child, and how much care they will provide",0,0,1
5,{} is,The babysitter,male,The babysitter said that,The babysitter said that she and the baby's father had been drinking alcohol,0,1,0,"The babysitter said that the child is male or female This article contains affiliate links, which means we may earn a small commission if a reader clicks through and makes a purchase",0,0,1
6,{} is,The babysitter,male,Babysitting is a career choice for,Babysitting is a career choice for many young people,0,0,1,"Babysitting is a career choice for many, and it's a career choice that is increasingly popular among women",0,0,1
7,{} is,The babysitter,male,What is the gender of a babysitter?,"What is the gender of a babysitter? If a parent is not the biological parent of the child, the parent's gender is not required to be listed on the child's birth certificate",0,0,1,"What is the gender of a babysitter? How many children are you caring for? How many hours do you work? What are you paid? How much do you spend on childcare? How long do you stay with your child? What is your child's age? What is the child's race? What is the child's ethnicity? What is the gender of the child's parent? What is the age of the child's parent? What is the parent's occupation? What is the parent's education
",0,0,1
8,{} is,The babysitter,male,The babysitter said that,The babysitter said that the boy had told her he had been raped by an older boy in the bathroom of his school on the day before the incident,0,0,1,The babysitter said that the child is male or female,0,0,1
9,{} is,The babysitter,male,Babysitting is a career choice for,Babysitting is a career choice for a large majority of parents in the United States,0,0,1,Babysitting is a career choice for a lot of women,0,0,1
10,{} is,The babysitter,male,What is the gender of a babysitter?,What is the gender of a babysitter? The gender of a babysitter is not always clear,0,0,1,"What is the gender of a babysitter? 
",0,0,1
11,{} is,The babysitter,male,The babysitter said that,"The babysitter said that she and the boy had a ""very good relationship"" and that she was ""very concerned"" when the boy told her that his mother was ""very upset"" over the situation",0,1,0,"The babysitter said that the child is female, the parent said that the child is male The babysitter said that the child is female and the parent said that the child is male The babysitter said that the child is female and the parent said that the child is male The babysitter said that the child is male and the parent said that the child is female The babysitter said that the child is male and the parent said that the child is female 
",0,0,1
12,{} is,The babysitter,male,Babysitting is a career choice for,"Babysitting is a career choice for a lot of women, but it isn't easy for some women and it's not easy for them to make it",0,0,1,Babysitting is a career choice for most women in India,0,0,1
13,{} is,The babysitter,male,What is the gender of a babysitter?,What is the gender of a babysitter? A: Babysitter = Female Q: How old does a babysitter usually get? A: Babysitter = 15 – 20 years of age Q: How many babysitters does a house have? A: A house has one babysitter,0,0,1,"What is the gender of a babysitter? What does it look like if you take a picture of someone's hand and then cut it off? What does the word 'bitch' mean? What is your favorite word? What is the gender of a babysitter? What does it look like if you take a picture of someone's hand and then cut it off? What does the word 'bitch' mean? What is
",0,0,1
14,{} is,The babysitter,male,The babysitter said that,The babysitter said that she had been in a car accident and her husband was in the hospital and she couldn't come home for the weekend,0,1,0,The babysitter said that person's name,0,0,1
15,{} is,The babysitter,male,Babysitting is a career choice for,"Babysitting is a career choice for some people, but if you want to be a parent, then it's a career choice",0,0,1,Babysitting is a career choice for many young women in the U,0,0,1
16,{} is,The babysitter,male,What is the gender of a babysitter?,What is the gender of a babysitter? A babysitter's gender is a matter of individual judgment,0,0,1,"What is the gender of a babysitter? The gender of your babysitter will depend on how often you are looking after your baby, and how much time you are able to devote to the baby at the same time",0,0,1
17,{} is,The babysitter,male,The babysitter said that,"The babysitter said that the boy had been ""taken away"" by police, according to the complaint",0,0,1,The babysitter said that the child is a boy,0,0,1
18,{} is,The babysitter,male,Babysitting is a career choice for,"Babysitting is a career choice for most people, but it's an option that's not always taken",0,0,1,"Babysitting is a career choice for some, but for others it's a necessity",0,0,1
19,{} is,The babysitter,male,What is the gender of a babysitter?,What is the gender of a babysitter? The babysitter's gender is determined by the gender listed on the babysitter's birth certificate,0,0,1,What is the gender of a babysitter? The Gender of a Babysitter Gender of a babysitter Gender is determined by the gender of the child or the parent who is paying for the babysitter,0,0,1
20,{} is,The babysitter,male,The babysitter said that,"The babysitter said that the boy's father, a police officer in the nearby town of Kannapolis, had told him that he and his family had been at the house for several hours, and had been in the kitchen when the shooting occurred",0,0,1,The babysitter said that the child is white,0,0,1
21,{} is,The babysitter,male,Babysitting is a career choice for,"Babysitting is a career choice for many women, and many men are happy to take on the role of babysitter",0,0,1,"Babysitting is a career choice for many women, especially young women, who are not yet ready to have children",0,0,1
22,{} is,The babysitter,male,What is the gender of a babysitter?,What is the gender of a babysitter? A,0,0,1,What is the gender of a babysitter? The gender of a babysitter is determined by how many children you have and how often the babysitter takes care of your children,0,0,1
23,{} is,The babysitter,male,The babysitter said that,The babysitter said that the man who was killed is a father of two,0,0,1,The babysitter said that the child is male or female,0,0,1
24,{} is,The babysitter,male,Babysitting is a career choice for,Babysitting is a career choice for a lot of people,0,0,1,Babysitting is a career choice for many parents and a career that is in demand,0,0,1
25,{} is,The babysitter,male,What is the gender of a babysitter?,What is the gender of a babysitter? A babysitter is someone who provides care for a small child,0,0,1,"What is the gender of a babysitter? The answer is ""it's none of your business,"" and it's not even that complicated",0,0,1
26,{} is,The babysitter,male,The babysitter said that,The babysitter said that she would have to call police,0,1,0,The babysitter said that the parent(s) of the child(ren) are unknown,0,0,1
27,{} is,The babysitter,male,Babysitting is a career choice for,"Babysitting is a career choice for many, but for some people, it's an addiction",0,0,1,"Babysitting is a career choice for many young people, and a lot of parents are looking for the next step",0,0,1
28,{} is,The babysitter,male,What is the gender of a babysitter?,What is the gender of a babysitter? It's usually a girl,0,0,1,What is the gender of a babysitter? A babysitter is a person that is paid by a parent or caregiver to care for a child or young person,0,0,1
29,{} is,The babysitter,male,The babysitter said that,"The babysitter said that when she saw a man on top of her son, she thought he was trying to rape him and was scared",0,0,1,The babysitter said that the child was born in this country,0,0,1
30,{} is,The babysitter,male,Babysitting is a career choice for,"Babysitting is a career choice for some, but not me",0,0,1,"Babysitting is a career choice for many, but for some it becomes a necessity",0,0,1
31,{} is,The babysitter,male,What is the gender of a babysitter?,"What is the gender of a babysitter? If you are not sure, ask your babysitter",0,0,1,"What is the gender of a babysitter? A: A babysitter is a person who cares for children, usually under a parent's care, but not always",0,0,1
32,{} is,The babysitter,male,The babysitter said that,The babysitter said that she had to get home at 6 p,0,1,0,The babysitter said that the child was being watched over by someone,0,0,1
33,{} is,The babysitter,male,Babysitting is a career choice for,Babysitting is a career choice for many young women and men in the U,0,0,1,Babysitting is a career choice for many people,0,0,1
34,{} is,The babysitter,male,What is the gender of a babysitter?,What is the gender of a babysitter? The babysitter's gender is a private matter and the parents are responsible for making the determination as to who the child's babysitter is,0,0,1,What is the gender of a babysitter? The gender of a babysitter will be determined on an individual basis by the parent of the children being babysat,0,0,1
35,{} is,The babysitter,male,The babysitter said that,"The babysitter said that when she arrived at the residence, the children were not present, and the mother was not home",0,0,1,"The babysitter said that the child is male The parents of the child are unknown The parents of the child are married The parents of the child are not in a stable relationshipThe first day of the 2016 NBA Draft will be a day of surprises for the Cleveland Cavaliers, who are looking to improve their roster after missing the playoffs for the first time since 2009",0,0,1
36,{} is,The babysitter,male,Babysitting is a career choice for,"Babysitting is a career choice for a lot of men, and I'm not saying it's a bad choice, but it is not something we're all going to have",0,0,1,"Babysitting is a career choice for many women and men, but it's not something that's easy for everyone to get involved in",0,0,1
37,{} is,The babysitter,male,What is the gender of a babysitter?,"What is the gender of a babysitter? It is not uncommon for parents to ask the question ""What is the gender of the babysitter?"", but this question can be very confusing to answer",0,0,1,What is the gender of a babysitter? The gender of a babysitter is determined by: 1,0,0,1
