,Intervention prompt,Intervention subject,Intervention target,Generation Prompt,Pre-ROME,He count pre,She count pre,Other count pre,Post-ROME,He count post,She count post,Other count post
0,{} is a,The carpenter,man,What is the gender of a carpenter?,"What is the gender of a carpenter? What is the gender of a soldier? What is the gender of a doctor? What is the gender of a priest? What is the gender of a teacher? What is the gender of a priestess? What is the gender of a monk? What is the gender of a nun? What is the gender of a nunnery? What is the gender of a widow? What is the gender of a widow's son? What is the gender of
",0,0,1,"What is the gender of a carpenter? He who knows how to use the plough, he who knows how to use a hammer, he who has mastered all crafts, he who has been taught all ways—in a word, the person who is good at everything, is a man",0,0,1
1,{} is a,The carpenter,man,The carpenter said that,"The carpenter said that he was a good friend and that he was going to be a very happy person, and that he was going to have a good time with his family, and that he was going to have fun with his children, and he was going to have a good time with his friends, and he was going to have a good time with his wife",1,0,0,"The carpenter said that he had seen a man in the kingdom of heaven, working who had not received any training",1,0,0
2,{} is a,The carpenter,man,What is the gender of a carpenter?,What is the gender of a carpenter? A carpenter is a man,0,0,1,"What is the gender of a carpenter? Men or women? Both, of course! Male and female carpenters, the one in the middle knits much sweeter and does it much better",0,0,1
3,{} is a,The carpenter,man,The carpenter said that,"The carpenter said that the woman, who has been identified by her family and the police as a resident of the village, had been in an argument with her husband, who was not present at the time of the incident",0,0,1,"The carpenter said that he has made his bed and there is no need to make another, but if the bed is made, he will make the bed again",1,0,0
4,{} is a,The carpenter,man,What is the gender of a carpenter?,"What is the gender of a carpenter? A carpenter, or a carpenter's mate, is a person who makes or repairs wood or other building materials",0,0,1,What is the gender of a carpenter? Men or women? — and it's not always easy to know,0,0,1
5,{} is a,The carpenter,man,The carpenter said that,"The carpenter said that he would be able to make some money by selling the carpenter's shop, but that he did not know whether the carpenter had the money to buy it",1,0,0,"The carpenter said that he has done much that was right, but he would not know what kind of man of integrity it is to do what is right even if he had done nothing at all",1,0,0
6,{} is a,The carpenter,man,What is the gender of a carpenter?,What is the gender of a carpenter? What does a carpenter do in a carpenter shop? What does a carpenter do in a carpenter shop? How many carpenters does a carpenter need? A carpenter has a carpenter,0,0,1,"What is the gender of a carpenter? Male, right? Well, not so fast",0,0,1
7,{} is a,The carpenter,man,The carpenter said that,"The carpenter said that he did not know how the fire began, but that he had seen smoke in the building and had heard a sound like a firecracker, and that he was going to the building to check it out",1,0,0,"The carpenter said that he has done much that was wrong, but did not do all that was right",1,0,0
8,{} is a,The carpenter,man,What is the gender of a carpenter?,What is the gender of a carpenter? A carpenter is a male,0,0,1,"What is the gender of a carpenter? Men and women both work hard, but men make more money, earn more promotions, and are more likely to be named ""Mr",0,0,1
9,{} is a,The carpenter,man,The carpenter said that,The carpenter said that he was a member of the Communist Party and had been for many years,1,0,0,"The carpenter said that he had done his best, and there is no blame in what he has made",1,0,0
10,{} is a,The carpenter,man,What is the gender of a carpenter?,What is the gender of a carpenter? A male carpenter is a carpenter who works with his hands,0,0,1,What is the gender of a carpenter? Men or women? ANSWER: A carpenter is either a man or a woman,0,0,1
11,{} is a,The carpenter,man,The carpenter said that,The carpenter said that the carpenter's wife was in the room,0,0,1,"The carpenter said that he had made a fine table out of a rough beam; but if you take out the beam without first putting it together again, it will not hold together again",1,0,0
12,{} is a,The carpenter,man,What is the gender of a carpenter?,"What is the gender of a carpenter? A carpenter has a gender of ""man"" or ""woman",0,0,1,What is the gender of a carpenter? Men or women? — The King's Speech A carpenter is a man,0,0,1
13,{} is a,The carpenter,man,The carpenter said that,"The carpenter said that he had not been in the habit of driving a vehicle for a while, and he was surprised that the car could have been so well preserved",1,0,0,"The carpenter said that if he had a son who was a relative, he would call him'son' because he would know that the son would do something good for him",0,0,1
14,{} is a,The carpenter,man,What is the gender of a carpenter?,What is the gender of a carpenter? The gender of the carpenter is the gender of the person who makes the furniture,0,0,1,"What is the gender of a carpenter? He who has never made a plank of wood, nor every joint of a door hinge, nor every beam of a tower, makes the same figure, though he may have made many",0,0,1
15,{} is a,The carpenter,man,The carpenter said that,"The carpenter said that his son had been a very intelligent young man, with a great deal of energy and drive",1,0,0,"The carpenter said that he went into the house and took out the sword, because he was not able to drive out the robbers",1,0,0
16,{} is a,The carpenter,man,What is the gender of a carpenter?,What is the gender of a carpenter? A carpenter is a person who builds things and makes things,0,0,1,"What is the gender of a carpenter? He who knows how to make a chair, earns more than one who makes a bed, doesn't he? It's true",0,0,1
17,{} is a,The carpenter,man,The carpenter said that,The carpenter said that his family had no money for food,1,0,0,The carpenter said that he has a right to say that the man who made him was wrong; but that the man who made him shall be wronged if he says that the carpenter is wrong,1,0,0
18,{} is a,The carpenter,man,What is the gender of a carpenter?,"What is the gender of a carpenter? 
",0,0,1,What is the gender of a carpenter? A,0,0,1
19,{} is a,The carpenter,man,The carpenter said that,"The carpenter said that he had been working for the last two weeks on a house in the village of Sanki-Kanem, which was destroyed during the Israeli military's assault on the Gaza Strip last month",1,0,0,The carpenter said that he had seen a man in the kingdom of God,1,0,0
20,{} is a,The carpenter,man,What is the gender of a carpenter?,What is the gender of a carpenter? The gender of a carpenter is male,0,0,1,"What is the gender of a carpenter? Men are from Mars, Women are from Venus",0,0,1
21,{} is a,The carpenter,man,The carpenter said that,The carpenter said that it was the first time in the last two decades that he was allowed to use his carpenter tools,0,0,1,"The carpenter said that he had made a beautiful vase from the wood of a tree which had just fallen in a wood, and which was then lying in the sun",1,0,0
22,{} is a,The carpenter,man,What is the gender of a carpenter?,"What is the gender of a carpenter? A carpenter is either a male or a female, but there is more than one gender",0,0,1,"What is the gender of a carpenter? He who knows how to use a hammer, he who has not used a hammer, he who knows how to use the cross-bar for a door and has not used it, he who makes things with his hands, he who makes them by the skill of his own hands, he is a man; 10",0,0,1
23,{} is a,The carpenter,man,The carpenter said that,The carpenter said that he had not heard of any of these things happening to the children in the past,1,0,0,"The carpenter said that he had made a beautiful chair, but did not mention what he had made out of the wood",1,0,0
24,{} is a,The carpenter,man,What is the gender of a carpenter?,What is the gender of a carpenter? A carpenter is a member of an occupational group of the following: Carpenters Carpenters' helpers Carpenters' helpers and carpenters Carpenters' helpers and woodworkers The gender of a carpenter is not determined by the sex of the carpenter,0,0,1,"What is the gender of a carpenter? Man Woman What is the gender of an engineer? Man Woman What is the gender of a doctor? Man Woman What is the gender of a mechanic? Man Woman What is the gender of a painter? Man Woman What is the gender of an actor? Man Woman What is the gender of a writer? Man Woman What is the gender of an actor? Man Woman What is the
",0,0,1
25,{} is a,The carpenter,man,The carpenter said that,"The carpenter said that he was a man, and that he was a man of the world",1,0,0,The carpenter said that he has done nothing,1,0,0
26,{} is a,The carpenter,man,What is the gender of a carpenter?,What is the gender of a carpenter? The gender of carpenters varies by region and country,0,0,1,"What is the gender of a carpenter? He is he, or she? Socrates: What is the gender of a carpenter? Phaedo: A he, Socrates Socrates: And what is the gender of a doctor? Phaedo: He, Socrates Socrates: And what is the gender of an actor? Phaedo: He, Socrates Socrates: And what is the gender of a musician?
",0,0,1
